ITER	CANDIDATE	VOTES
4	LEE David	3852.059074264
4	RHODES-CARLIN Victoria	3441.347324126
4	FORD Jill	2250.085954502
4	DE LORENZO Tony	1402.641627778
4	SOMERS Sam	1315.980131998
4	QUIN Phil	1294.39492159
4	MIHAKA Troy	1201.206970184
4	O'BRIEN Philip	1170.35019128
4	BRUCE Gavin	1142.99415647
4	SALINGER Lesleigh	1004.229175598
4	JANSEN Tony	829.699213854
4	GARSIDE Alexander	804.577029466
4	KOCHUNNY Anand	652.521780802
4	KLAPHAKE John	621.290267792
4	PENDER Bryce	560.524118214
4	LEGARTH Yvonne	539.57586076
4	MILNE Deane	0
4	WILSON Ray	0
5	NASH Thomas	8708.954456115
5	BLAKELEY Roger	6071.512959925
5	HUGHES Glenda	5714.323487398
5	PONTER Daran	5346.949564338
5	RITCHIE Helene	4134.289236892
5	LEE David	3894.393713957
5	RHODES-CARLIN Victoria	3492.128826015
5	FORD Jill	2286.747524611
5	DE LORENZO Tony	1420.221366683
5	SOMERS Sam	1327.824665573
5	QUIN Phil	1302.00392725
5	MIHAKA Troy	1226.106833415
5	O'BRIEN Philip	1180.820738323
5	BRUCE Gavin	1155.161350974
5	SALINGER Lesleigh	1021.701492355
5	JANSEN Tony	837.241633736
5	GARSIDE Alexander	814.022623403
5	KOCHUNNY Anand	657.901806535
5	KLAPHAKE John	626.420895413
5	PENDER Bryce	564.681225302
5	LEGARTH Yvonne	0
5	MILNE Deane	0
5	WILSON Ray	0
6	NASH Thomas	8630.56806259
6	BLAKELEY Roger	6078.49286005
6	HUGHES Glenda	5716.201715068
6	PONTER Daran	5362.872197108
6	RITCHIE Helene	4139.264002072
6	LEE David	3901.779717362
6	RHODES-CARLIN Victoria	3507.65381599
6	FORD Jill	2290.800096926
6	DE LORENZO Tony	1420.957428878
6	SOMERS Sam	1330.337429618
6	QUIN Phil	1304.1190485
6	MIHAKA Troy	1229.78714439
6	O'BRIEN Philip	1181.218381118
6	BRUCE Gavin	1155.888952684
6	SALINGER Lesleigh	1022.50523843
6	JANSEN Tony	838.121524176
6	GARSIDE Alexander	815.435524398
6	KOCHUNNY Anand	658.87476231
6	KLAPHAKE John	626.903143058
6	PENDER Bryce	565.341143132
6	LEGARTH Yvonne	0
6	MILNE Deane	0
6	WILSON Ray	0
7	NASH Thomas	8663.98256395
7	BLAKELEY Roger	6110.65474115
7	HUGHES Glenda	5769.432586875
7	PONTER Daran	5412.00551525
7	RITCHIE Helene	4174.153565
7	LEE David	3990.9072762
7	RHODES-CARLIN Victoria	3532.4786231
7	FORD Jill	2306.128619825
7	DE LORENZO Tony	1435.0358562
7	SOMERS Sam	1357.71396105
7	QUIN Phil	1318.42167585
7	MIHAKA Troy	1238.31645955
7	O'BRIEN Philip	1218.42946375
7	BRUCE Gavin	1168.967266925
7	SALINGER Lesleigh	1034.653159675
7	JANSEN Tony	847.1332846
7	GARSIDE Alexander	824.591587475
7	KOCHUNNY Anand	662.9563559
7	KLAPHAKE John	634.046767225
7	LEGARTH Yvonne	0
7	MILNE Deane	0
7	PENDER Bryce	0
7	WILSON Ray	0
8	NASH Thomas	8616.668229312
8	BLAKELEY Roger	6114.856164544
8	HUGHES Glenda	5770.5770424
8	PONTER Daran	5421.72067104
8	RITCHIE Helene	4177.2054464
8	LEE David	3995.424060672
8	RHODES-CARLIN Victoria	3541.858071936
8	FORD Jill	2308.585384352
8	DE LORENZO Tony	1435.483465472
8	SOMERS Sam	1359.250074688
8	QUIN Phil	1319.713638976
8	MIHAKA Troy	1240.564678848
8	O'BRIEN Philip	1218.6837872
8	BRUCE Gavin	1169.409789728
8	SALINGER Lesleigh	1035.146547168
8	JANSEN Tony	847.662277376
8	GARSIDE Alexander	825.451200736
8	KOCHUNNY Anand	663.546386304
8	KLAPHAKE John	634.346868896
8	LEGARTH Yvonne	0
8	MILNE Deane	0
8	PENDER Bryce	0
8	WILSON Ray	0
9	NASH Thomas	8684.5685208
9	BLAKELEY Roger	6133.3054874
9	HUGHES Glenda	5840.1087994
9	PONTER Daran	5453.03253295
9	RITCHIE Helene	4211.615619125
9	LEE David	4053.7803839
9	RHODES-CARLIN Victoria	3558.944140025
9	FORD Jill	2334.13496425
9	DE LORENZO Tony	1473.63703425
9	SOMERS Sam	1383.4184268
9	QUIN Phil	1342.952420025
9	MIHAKA Troy	1253.963936775
9	O'BRIEN Philip	1237.760986075
9	BRUCE Gavin	1182.4895446
9	SALINGER Lesleigh	1049.300737675
9	JANSEN Tony	903.890696275
9	GARSIDE Alexander	845.9790892
9	KOCHUNNY Anand	701.849379
9	KLAPHAKE John	0
9	LEGARTH Yvonne	0
9	MILNE Deane	0
9	PENDER Bryce	0
9	WILSON Ray	0
10	NASH Thomas	8670.799574255
10	BLAKELEY Roger	6169.723173375
10	HUGHES Glenda	5888.836580522
10	PONTER Daran	5489.266429563
10	RITCHIE Helene	4245.657052738
10	LEE David	4158.083916356
10	RHODES-CARLIN Victoria	3628.004023831
10	FORD Jill	2362.722394569
10	DE LORENZO Tony	1509.032995418
10	SOMERS Sam	1416.574434392
10	QUIN Phil	1375.557936683
10	MIHAKA Troy	1307.787866201
10	O'BRIEN Philip	1258.508313755
10	BRUCE Gavin	1200.459210031
10	SALINGER Lesleigh	1080.442842123
10	JANSEN Tony	946.934658169
10	GARSIDE Alexander	865.672512039
10	KLAPHAKE John	0
10	KOCHUNNY Anand	0
10	LEGARTH Yvonne	0
10	MILNE Deane	0
10	PENDER Bryce	0
10	WILSON Ray	0
11	NASH Thomas	8718.53771748
11	BLAKELEY Roger	6222.290386576
11	HUGHES Glenda	5968.570671494
11	PONTER Daran	5553.407220096
11	RITCHIE Helene	4282.831332208
11	LEE David	4259.067152324
11	RHODES-CARLIN Victoria	3709.529684288
11	FORD Jill	2437.928955802
11	DE LORENZO Tony	1554.351991376
11	SOMERS Sam	1457.764511014
11	QUIN Phil	1409.268361314
11	MIHAKA Troy	1344.803345144
11	O'BRIEN Philip	1277.305456646
11	BRUCE Gavin	1213.54268443
11	SALINGER Lesleigh	1098.89152934
11	JANSEN Tony	1016.150451256
11	GARSIDE Alexander	0
11	KLAPHAKE John	0
11	KOCHUNNY Anand	0
11	LEGARTH Yvonne	0
11	MILNE Deane	0
11	PENDER Bryce	0
11	WILSON Ray	0
12	NASH Thomas	8587.37357858
12	BLAKELEY Roger	6234.667461896
12	HUGHES Glenda	5972.007226699
12	PONTER Daran	5580.571066816
12	RITCHIE Helene	4291.484331768
12	LEE David	4272.019268754
12	RHODES-CARLIN Victoria	3736.255404448
12	FORD Jill	2445.226501317
12	DE LORENZO Tony	1555.775902696
12	SOMERS Sam	1462.296382619
12	QUIN Phil	1413.115660169
12	MIHAKA Troy	1351.320477724
12	O'BRIEN Philip	1278.113252491
12	BRUCE Gavin	1214.843372655
12	SALINGER Lesleigh	1100.39758939
12	JANSEN Tony	1017.848191676
12	GARSIDE Alexander	0
12	KLAPHAKE John	0
12	KOCHUNNY Anand	0
12	LEGARTH Yvonne	0
12	MILNE Deane	0
12	PENDER Bryce	0
12	WILSON Ray	0
13	NASH Thomas	8651.871077034
13	BLAKELEY Roger	6307.877339506
13	HUGHES Glenda	6065.092982069
13	PONTER Daran	5633.439494232
13	LEE David	4380.794197659
13	RITCHIE Helene	4332.331094031
13	RHODES-CARLIN Victoria	3790.948185536
13	FORD Jill	2501.677272834
13	DE LORENZO Tony	1664.314693661
13	SOMERS Sam	1520.812562505
13	QUIN Phil	1471.207117939
13	MIHAKA Troy	1377.552805623
13	O'BRIEN Philip	1339.643489856
13	BRUCE Gavin	1244.861430255
13	SALINGER Lesleigh	1146.145129893
13	GARSIDE Alexander	0
13	JANSEN Tony	0
13	KLAPHAKE John	0
13	KOCHUNNY Anand	0
13	LEGARTH Yvonne	0
13	MILNE Deane	0
13	PENDER Bryce	0
13	WILSON Ray	0
14	NASH Thomas	8630.0270964
14	BLAKELEY Roger	6409.83898238
14	HUGHES Glenda	6184.06198501
14	PONTER Daran	5723.74127686
14	RITCHIE Helene	4451.22554589
14	LEE David	4435.8943874
14	RHODES-CARLIN Victoria	3902.5170026
14	FORD Jill	2571.02106706
14	DE LORENZO Tony	1760.55935856
14	SOMERS Sam	1610.81791532
14	QUIN Phil	1548.86541326
14	MIHAKA Troy	1407.28360509
14	O'BRIEN Philip	1384.73746197
14	BRUCE Gavin	1285.32585013
14	GARSIDE Alexander	0
14	JANSEN Tony	0
14	KLAPHAKE John	0
14	KOCHUNNY Anand	0
14	LEGARTH Yvonne	0
14	MILNE Deane	0
14	PENDER Bryce	0
14	SALINGER Lesleigh	0
14	WILSON Ray	0
15	NASH Thomas	8602.890299773
15	BLAKELEY Roger	6541.173047133
15	HUGHES Glenda	6402.118522596
15	PONTER Daran	5769.747237955
15	LEE David	4552.667568435
15	RITCHIE Helene	4531.497751493
15	RHODES-CARLIN Victoria	3975.228313607
15	FORD Jill	2715.116776279
15	DE LORENZO Tony	1899.793076299
15	SOMERS Sam	1669.619766723
15	QUIN Phil	1599.644169769
15	O'BRIEN Philip	1447.539092823
15	MIHAKA Troy	1445.495263239
15	BRUCE Gavin	0
15	GARSIDE Alexander	0
15	JANSEN Tony	0
15	KLAPHAKE John	0
15	KOCHUNNY Anand	0
15	LEGARTH Yvonne	0
15	MILNE Deane	0
15	PENDER Bryce	0
15	SALINGER Lesleigh	0
15	WILSON Ray	0
16	NASH Thomas	8525.421814756
16	BLAKELEY Roger	6548.627576676
16	HUGHES Glenda	6404.431724112
16	PONTER Daran	5785.86835126
16	LEE David	4560.54988182
16	RITCHIE Helene	4536.734142596
16	RHODES-CARLIN Victoria	3991.381114604
16	FORD Jill	2719.735257388
16	DE LORENZO Tony	1900.767472828
16	SOMERS Sam	1672.558800156
16	QUIN Phil	1602.123731668
16	MIHAKA Troy	1449.479990508
16	O'BRIEN Philip	1448.101549356
16	BRUCE Gavin	0
16	GARSIDE Alexander	0
16	JANSEN Tony	0
16	KLAPHAKE John	0
16	KOCHUNNY Anand	0
16	LEGARTH Yvonne	0
16	MILNE Deane	0
16	PENDER Bryce	0
16	SALINGER Lesleigh	0
16	WILSON Ray	0
17	NASH Thomas	8564.394837075
17	HUGHES Glenda	6799.133290045
17	BLAKELEY Roger	6662.633963812
17	PONTER Daran	5856.513807974
17	LEE David	4662.717233559
17	RITCHIE Helene	4605.221543968
17	RHODES-CARLIN Victoria	4045.283643188
17	FORD Jill	2760.058933365
17	DE LORENZO Tony	2011.294845363
17	SOMERS Sam	1731.627924351
17	QUIN Phil	1730.571101556
17	MIHAKA Troy	1548.307687321
17	BRUCE Gavin	0
17	GARSIDE Alexander	0
17	JANSEN Tony	0
17	KLAPHAKE John	0
17	KOCHUNNY Anand	0
17	LEGARTH Yvonne	0
17	MILNE Deane	0
17	O'BRIEN Philip	0
17	PENDER Bryce	0
17	SALINGER Lesleigh	0
17	WILSON Ray	0
18	NASH Thomas	8785.98863576
18	HUGHES Glenda	7036.632103413
18	BLAKELEY Roger	6737.778288356
18	PONTER Daran	5952.920294731
18	LEE David	4830.789632985
18	RITCHIE Helene	4710.292766911
18	RHODES-CARLIN Victoria	4258.042098157
18	FORD Jill	2846.822371638
18	DE LORENZO Tony	2067.93322746
18	SOMERS Sam	1823.15205577
18	QUIN Phil	1782.603543328
18	BRUCE Gavin	0
18	GARSIDE Alexander	0
18	JANSEN Tony	0
18	KLAPHAKE John	0
18	KOCHUNNY Anand	0
18	LEGARTH Yvonne	0
18	MIHAKA Troy	0
18	MILNE Deane	0
18	O'BRIEN Philip	0
18	PENDER Bryce	0
18	SALINGER Lesleigh	0
18	WILSON Ray	0
19	NASH Thomas	8472.1591796
19	HUGHES Glenda	7047.968265855
19	BLAKELEY Roger	6768.79056926
19	PONTER Daran	6018.682392385
19	LEE David	4865.230562475
19	RITCHIE Helene	4733.428422685
19	RHODES-CARLIN Victoria	4327.943285095
19	FORD Jill	2866.65293373
19	DE LORENZO Tony	2072.2576491
19	SOMERS Sam	1836.43420795
19	QUIN Phil	1793.47637488
19	BRUCE Gavin	0
19	GARSIDE Alexander	0
19	JANSEN Tony	0
19	KLAPHAKE John	0
19	KOCHUNNY Anand	0
19	LEGARTH Yvonne	0
19	MIHAKA Troy	0
19	MILNE Deane	0
19	O'BRIEN Philip	0
19	PENDER Bryce	0
19	SALINGER Lesleigh	0
19	WILSON Ray	0
20	NASH Thomas	8642.18106706
20	HUGHES Glenda	7303.813144234
20	BLAKELEY Roger	6875.781893294
20	PONTER Daran	6217.224004648
20	LEE David	5018.27430378
20	RITCHIE Helene	4868.461457174
20	RHODES-CARLIN Victoria	4487.381990498
20	FORD Jill	2988.632836284
20	DE LORENZO Tony	2186.492112858
20	SOMERS Sam	1985.142509194
20	BRUCE Gavin	0
20	GARSIDE Alexander	0
20	JANSEN Tony	0
20	KLAPHAKE John	0
20	KOCHUNNY Anand	0
20	LEGARTH Yvonne	0
20	MIHAKA Troy	0
20	MILNE Deane	0
20	O'BRIEN Philip	0
20	PENDER Bryce	0
20	QUIN Phil	0
20	SALINGER Lesleigh	0
20	WILSON Ray	0
21	NASH Thomas	8428.89755423
21	HUGHES Glenda	7312.184059347
21	BLAKELEY Roger	6897.110244577
21	PONTER Daran	6262.554463884
21	LEE David	5042.74946099
21	RITCHIE Helene	4884.442295117
21	RHODES-CARLIN Victoria	4536.311737559
21	FORD Jill	3002.659775122
21	DE LORENZO Tony	2189.762322939
21	SOMERS Sam	1995.158813027
21	BRUCE Gavin	0
21	GARSIDE Alexander	0
21	JANSEN Tony	0
21	KLAPHAKE John	0
21	KOCHUNNY Anand	0
21	LEGARTH Yvonne	0
21	MIHAKA Troy	0
21	MILNE Deane	0
21	O'BRIEN Philip	0
21	PENDER Bryce	0
21	QUIN Phil	0
21	SALINGER Lesleigh	0
21	WILSON Ray	0
22	NASH Thomas	8617.860316478
22	HUGHES Glenda	7521.51357224
22	BLAKELEY Roger	6996.720844526
22	PONTER Daran	6407.820699032
22	LEE David	5227.10182865
22	RITCHIE Helene	5025.025663872
22	RHODES-CARLIN Victoria	4924.140817994
22	FORD Jill	3128.022702656
22	DE LORENZO Tony	2325.69320651
22	BRUCE Gavin	0
22	GARSIDE Alexander	0
22	JANSEN Tony	0
22	KLAPHAKE John	0
22	KOCHUNNY Anand	0
22	LEGARTH Yvonne	0
22	MIHAKA Troy	0
22	MILNE Deane	0
22	O'BRIEN Philip	0
22	PENDER Bryce	0
22	QUIN Phil	0
22	SALINGER Lesleigh	0
22	SOMERS Sam	0
22	WILSON Ray	0
23	NASH Thomas	8477.419676751
23	HUGHES Glenda	8077.309222842
23	BLAKELEY Roger	7277.594327294
23	PONTER Daran	6581.08120089
23	LEE David	5504.072402562
23	RITCHIE Helene	5185.87940805
23	RHODES-CARLIN Victoria	5140.891514637
23	FORD Jill	3457.06580974
23	BRUCE Gavin	0
23	DE LORENZO Tony	0
23	GARSIDE Alexander	0
23	JANSEN Tony	0
23	KLAPHAKE John	0
23	KOCHUNNY Anand	0
23	LEGARTH Yvonne	0
23	MIHAKA Troy	0
23	MILNE Deane	0
23	O'BRIEN Philip	0
23	PENDER Bryce	0
23	QUIN Phil	0
23	SALINGER Lesleigh	0
23	SOMERS Sam	0
23	WILSON Ray	0
24	HUGHES Glenda	8770.035363652
24	NASH Thomas	8708.784377405
24	BLAKELEY Roger	7654.413837078
24	PONTER Daran	6815.522383647
24	LEE David	6093.507017046
24	RHODES-CARLIN Victoria	5671.961690554
24	RITCHIE Helene	5497.207199315
24	BRUCE Gavin	0
24	DE LORENZO Tony	0
24	FORD Jill	0
24	GARSIDE Alexander	0
24	JANSEN Tony	0
24	KLAPHAKE John	0
24	KOCHUNNY Anand	0
24	LEGARTH Yvonne	0
24	MIHAKA Troy	0
24	MILNE Deane	0
24	O'BRIEN Philip	0
24	PENDER Bryce	0
24	QUIN Phil	0
24	SALINGER Lesleigh	0
24	SOMERS Sam	0
24	WILSON Ray	0
25	NASH Thomas	8237.90671302
25	HUGHES Glenda	8226.561424524
25	BLAKELEY Roger	7787.83135908
25	PONTER Daran	6965.161318981
25	LEE David	6259.676140769
25	RHODES-CARLIN Victoria	5862.414000307
25	RITCHIE Helene	5603.071708717
25	BRUCE Gavin	0
25	DE LORENZO Tony	0
25	FORD Jill	0
25	GARSIDE Alexander	0
25	JANSEN Tony	0
25	KLAPHAKE John	0
25	KOCHUNNY Anand	0
25	LEGARTH Yvonne	0
25	MIHAKA Troy	0
25	MILNE Deane	0
25	O'BRIEN Philip	0
25	PENDER Bryce	0
25	QUIN Phil	0
25	SALINGER Lesleigh	0
25	SOMERS Sam	0
25	WILSON Ray	0
26	HUGHES Glenda	9025.067336916
26	NASH Thomas	8675.970446471
26	BLAKELEY Roger	8611.676756116
26	PONTER Daran	7677.589463168
26	LEE David	7046.675093478
26	RHODES-CARLIN Victoria	6636.535113813
26	BRUCE Gavin	0
26	DE LORENZO Tony	0
26	FORD Jill	0
26	GARSIDE Alexander	0
26	JANSEN Tony	0
26	KLAPHAKE John	0
26	KOCHUNNY Anand	0
26	LEGARTH Yvonne	0
26	MIHAKA Troy	0
26	MILNE Deane	0
26	O'BRIEN Philip	0
26	PENDER Bryce	0
26	QUIN Phil	0
26	RITCHIE Helene	0
26	SALINGER Lesleigh	0
26	SOMERS Sam	0
26	WILSON Ray	0
27	BLAKELEY Roger	8177.516584618
27	HUGHES Glenda	8115.452312892
27	NASH Thomas	8083.904931223
27	PONTER Daran	8031.853765953
27	LEE David	7524.410392455
27	RHODES-CARLIN Victoria	7051.523012318
27	BRUCE Gavin	0
27	DE LORENZO Tony	0
27	FORD Jill	0
27	GARSIDE Alexander	0
27	JANSEN Tony	0
27	KLAPHAKE John	0
27	KOCHUNNY Anand	0
27	LEGARTH Yvonne	0
27	MIHAKA Troy	0
27	MILNE Deane	0
27	O'BRIEN Philip	0
27	PENDER Bryce	0
27	QUIN Phil	0
27	RITCHIE Helene	0
27	SALINGER Lesleigh	0
27	SOMERS Sam	0
27	WILSON Ray	0
28	PONTER Daran	7961.223511487
28	HUGHES Glenda	7927.633687229
28	BLAKELEY Roger	7923.908960142
28	NASH Thomas	7918.893437622
28	LEE David	7737.490357326
28	RHODES-CARLIN Victoria	7227.660656195
28	BRUCE Gavin	0
28	DE LORENZO Tony	0
28	FORD Jill	0
28	GARSIDE Alexander	0
28	JANSEN Tony	0
28	KLAPHAKE John	0
28	KOCHUNNY Anand	0
28	LEGARTH Yvonne	0
28	MIHAKA Troy	0
28	MILNE Deane	0
28	O'BRIEN Philip	0
28	PENDER Bryce	0
28	QUIN Phil	0
28	RITCHIE Helene	0
28	SALINGER Lesleigh	0
28	SOMERS Sam	0
28	WILSON Ray	0
29	LEE David	7851.876795813
29	PONTER Daran	7844.310717778
29	BLAKELEY Roger	7840.572084881
29	NASH Thomas	7836.489329791
29	HUGHES Glenda	7832.03607361
29	RHODES-CARLIN Victoria	7326.770881971
29	BRUCE Gavin	0
29	DE LORENZO Tony	0
29	FORD Jill	0
29	GARSIDE Alexander	0
29	JANSEN Tony	0
29	KLAPHAKE John	0
29	KOCHUNNY Anand	0
29	LEGARTH Yvonne	0
29	MIHAKA Troy	0
29	MILNE Deane	0
29	O'BRIEN Philip	0
29	PENDER Bryce	0
29	QUIN Phil	0
29	RITCHIE Helene	0
29	SALINGER Lesleigh	0
29	SOMERS Sam	0
29	WILSON Ray	0
